Frequency,Magnitude,Phase,
70.6155,-1.1207,-210.8853,
70.6318,-1.1213,-210.8922,
70.6480,-1.1218,-210.8991,
70.6643,-1.1224,-210.9060,
70.6806,-1.1230,-210.9130,
70.6968,-1.1235,-210.9199,
70.7131,-1.1241,-210.9268,
70.7294,-1.1247,-210.9337,
70.7457,-1.1252,-210.9406,
70.7620,-1.1258,-210.9475,
70.7783,-1.1264,-210.9545,
70.7946,-1.1269,-210.9614,
70.8109,-1.1275,-210.9683,
70.8272,-1.1281,-210.9752,
70.8435,-1.1286,-210.9821,
70.8598,-1.1292,-210.9890,
70.8761,-1.1298,-210.9960,
70.8925,-1.1304,-211.0029,
70.9088,-1.1309,-211.0098,
70.9251,-1.1315,-211.0167,
70.9414,-1.1321,-211.0237,
70.9578,-1.1326,-211.0306,
70.9741,-1.1332,-211.0375,
70.9905,-1.1338,-211.0444,
71.0068,-1.1344,-211.0514,
71.0232,-1.1349,-211.0583,
71.0395,-1.1355,-211.0652,
71.0559,-1.1361,-211.0721,
71.0722,-1.1366,-211.0791,
71.0886,-1.1372,-211.0860,
71.1050,-1.1378,-211.0929,
71.1214,-1.1384,-211.0998,
71.1377,-1.1389,-211.1068,
71.1541,-1.1395,-211.1137,
71.1705,-1.1401,-211.1206,
71.1869,-1.1407,-211.1276,
71.2033,-1.1412,-211.1345,
71.2197,-1.1418,-211.1414,
71.2361,-1.1424,-211.1484,
71.2525,-1.1430,-211.1553,
71.2689,-1.1435,-211.1622,
71.2853,-1.1441,-211.1692,
71.3017,-1.1447,-211.1761,
71.3181,-1.1453,-211.1830,
71.3346,-1.1458,-211.1900,
71.3510,-1.1464,-211.1969,
71.3674,-1.1470,-211.2039,
71.3839,-1.1476,-211.2108,
71.4003,-1.1482,-211.2177,
71.4167,-1.1487,-211.2247,
71.4332,-1.1493,-211.2316,
71.4496,-1.1499,-211.2386,
71.4661,-1.1505,-211.2455,
71.4825,-1.1510,-211.2524,
71.4990,-1.1516,-211.2594,
71.5155,-1.1522,-211.2663,
71.5319,-1.1528,-211.2733,
71.5484,-1.1534,-211.2802,
71.5649,-1.1539,-211.2872,
71.5814,-1.1545,-211.2941,
71.5979,-1.1551,-211.3011,
71.6143,-1.1557,-211.3080,
71.6308,-1.1563,-211.3150,
71.6473,-1.1568,-211.3219,
71.6638,-1.1574,-211.3289,
71.6803,-1.1580,-211.3358,
71.6968,-1.1586,-211.3428,
71.7133,-1.1592,-211.3497,
71.7299,-1.1598,-211.3567,
71.7464,-1.1603,-211.3636,
71.7629,-1.1609,-211.3706,
71.7794,-1.1615,-211.3775,
71.7960,-1.1621,-211.3845,
71.8125,-1.1627,-211.3914,
71.8290,-1.1632,-211.3984,
71.8456,-1.1638,-211.4053,
71.8621,-1.1644,-211.4123,
71.8787,-1.1650,-211.4192,
71.8952,-1.1656,-211.4262,
71.9118,-1.1662,-211.4332,
71.9283,-1.1668,-211.4401,
71.9449,-1.1673,-211.4471,
71.9615,-1.1679,-211.4540,
71.9780,-1.1685,-211.4610,
71.9946,-1.1691,-211.4680,
72.0112,-1.1697,-211.4749,
72.0278,-1.1703,-211.4819,
72.0444,-1.1709,-211.4888,
72.0610,-1.1714,-211.4958,
72.0775,-1.1720,-211.5028,
72.0941,-1.1726,-211.5097,
72.1107,-1.1732,-211.5167,
72.1274,-1.1738,-211.5237,
72.1440,-1.1744,-211.5306,
72.1606,-1.1750,-211.5376,
72.1772,-1.1756,-211.5446,
72.1938,-1.1761,-211.5515,
72.2104,-1.1767,-211.5585,
72.2271,-1.1773,-211.5655,
72.2437,-1.1779,-211.5724,
72.2603,-1.1785,-211.5794,
72.2770,-1.1791,-211.5864,
72.2936,-1.1797,-211.5933,
72.3103,-1.1803,-211.6003,
72.3269,-1.1809,-211.6073,
72.3436,-1.1814,-211.6143,
72.3602,-1.1820,-211.6212,
72.3769,-1.1826,-211.6282,
72.3936,-1.1832,-211.6352,
72.4102,-1.1838,-211.6422,
72.4269,-1.1844,-211.6491,
72.4436,-1.1850,-211.6561,
72.4603,-1.1856,-211.6631,
72.4770,-1.1862,-211.6701,
72.4937,-1.1868,-211.6770,
72.5103,-1.1874,-211.6840,
72.5270,-1.1880,-211.6910,
72.5437,-1.1885,-211.6980,
72.5605,-1.1891,-211.7050,
72.5772,-1.1897,-211.7119,
72.5939,-1.1903,-211.7189,
72.6106,-1.1909,-211.7259,
72.6273,-1.1915,-211.7329,
72.6440,-1.1921,-211.7399,
72.6608,-1.1927,-211.7468,
72.6775,-1.1933,-211.7538,
72.6942,-1.1939,-211.7608,
72.7110,-1.1945,-211.7678,
72.7277,-1.1951,-211.7748,
72.7445,-1.1957,-211.7818,
72.7612,-1.1963,-211.7888,
72.7780,-1.1969,-211.7957,
72.7947,-1.1975,-211.8027,
72.8115,-1.1981,-211.8097,
72.8283,-1.1987,-211.8167,
72.8450,-1.1993,-211.8237,
72.8618,-1.1999,-211.8307,
72.8786,-1.2005,-211.8377,
72.8954,-1.2011,-211.8447,
72.9122,-1.2017,-211.8517,
72.9290,-1.2023,-211.8587,
72.9458,-1.2029,-211.8656,
72.9625,-1.2034,-211.8726,
72.9794,-1.2040,-211.8796,
72.9962,-1.2046,-211.8866,
73.0130,-1.2052,-211.8936,
73.0298,-1.2058,-211.9006,
73.0466,-1.2064,-211.9076,
73.0634,-1.2070,-211.9146,
73.0802,-1.2076,-211.9216,
73.0971,-1.2082,-211.9286,
73.1139,-1.2089,-211.9356,
73.1307,-1.2095,-211.9426,
73.1476,-1.2101,-211.9496,
73.1644,-1.2107,-211.9566,
73.1813,-1.2113,-211.9636,
73.1981,-1.2119,-211.9706,
73.2150,-1.2125,-211.9776,
73.2318,-1.2131,-211.9846,
73.2487,-1.2137,-211.9916,
73.2656,-1.2143,-211.9986,
73.2825,-1.2149,-212.0056,
73.2993,-1.2155,-212.0126,
73.3162,-1.2161,-212.0196,
73.3331,-1.2167,-212.0266,
73.3500,-1.2173,-212.0336,
73.3669,-1.2179,-212.0406,
73.3838,-1.2185,-212.0477,
73.4007,-1.2191,-212.0547,
73.4176,-1.2197,-212.0617,
73.4345,-1.2203,-212.0687,
73.4514,-1.2209,-212.0757,
73.4683,-1.2215,-212.0827,
73.4852,-1.2221,-212.0897,
73.5021,-1.2227,-212.0967,
73.5191,-1.2233,-212.1037,
73.5360,-1.2240,-212.1107,
73.5529,-1.2246,-212.1178,
73.5699,-1.2252,-212.1248,
73.5868,-1.2258,-212.1318,
73.6038,-1.2264,-212.1388,
73.6207,-1.2270,-212.1458,
73.6377,-1.2276,-212.1528,
73.6546,-1.2282,-212.1598,
73.6716,-1.2288,-212.1669,
73.6885,-1.2294,-212.1739,
73.7055,-1.2300,-212.1809,
73.7225,-1.2306,-212.1879,
73.7395,-1.2312,-212.1949,
73.7564,-1.2319,-212.2019,
73.7734,-1.2325,-212.2090,
73.7904,-1.2331,-212.2160,
73.8074,-1.2337,-212.2230,
73.8244,-1.2343,-212.2300,
73.8414,-1.2349,-212.2370,
73.8584,-1.2355,-212.2441,
73.8754,-1.2361,-212.2511,
73.8924,-1.2367,-212.2581,
73.9095,-1.2374,-212.2651,
73.9265,-1.2380,-212.2722,
73.9435,-1.2386,-212.2792,
73.9605,-1.2392,-212.2862,
73.9776,-1.2398,-212.2932,
73.9946,-1.2404,-212.3003,
74.0116,-1.2410,-212.3073,
74.0287,-1.2416,-212.3143,
74.0457,-1.2423,-212.3214,
74.0628,-1.2429,-212.3284,
74.0798,-1.2435,-212.3354,
74.0969,-1.2441,-212.3424,
74.1140,-1.2447,-212.3495,
74.1310,-1.2453,-212.3565,
74.1481,-1.2459,-212.3635,
74.1652,-1.2466,-212.3706,
74.1822,-1.2472,-212.3776,
74.1993,-1.2478,-212.3846,
74.2164,-1.2484,-212.3917,
74.2335,-1.2490,-212.3987,
74.2506,-1.2496,-212.4057,
74.2677,-1.2503,-212.4128,
74.2848,-1.2509,-212.4198,
74.3019,-1.2515,-212.4268,
74.3190,-1.2521,-212.4339,
74.3361,-1.2527,-212.4409,
74.3533,-1.2534,-212.4479,
74.3704,-1.2540,-212.4550,
74.3875,-1.2546,-212.4620,
74.4046,-1.2552,-212.4691,
74.4218,-1.2558,-212.4761,
74.4389,-1.2564,-212.4831,
74.4561,-1.2571,-212.4902,
74.4732,-1.2577,-212.4972,
74.4903,-1.2583,-212.5043,
74.5075,-1.2589,-212.5113,
74.5247,-1.2595,-212.5183,
74.5418,-1.2602,-212.5254,
74.5590,-1.2608,-212.5324,
74.5762,-1.2614,-212.5395,
74.5933,-1.2620,-212.5465,
74.6105,-1.2626,-212.5536,
74.6277,-1.2633,-212.5606,
74.6449,-1.2639,-212.5677,
74.6621,-1.2645,-212.5747,
74.6793,-1.2651,-212.5818,
74.6965,-1.2658,-212.5888,
74.7137,-1.2664,-212.5959,
74.7309,-1.2670,-212.6029,
74.7481,-1.2676,-212.6099,
74.7653,-1.2683,-212.6170,
74.7825,-1.2689,-212.6240,
74.7997,-1.2695,-212.6311,
74.8170,-1.2701,-212.6382,
74.8342,-1.2708,-212.6452,
74.8514,-1.2714,-212.6523,
74.8686,-1.2720,-212.6593,
74.8859,-1.2726,-212.6664,
74.9031,-1.2733,-212.6734,
74.9204,-1.2739,-212.6805,
74.9376,-1.2745,-212.6875,
74.9549,-1.2751,-212.6946,
74.9722,-1.2758,-212.7016,
74.9894,-1.2764,-212.7087,
75.0067,-1.2770,-212.7158,
75.0240,-1.2776,-212.7228,
75.0412,-1.2783,-212.7299,
75.0585,-1.2789,-212.7369,
75.0758,-1.2795,-212.7440,
75.0931,-1.2802,-212.7510,
75.1104,-1.2808,-212.7581,
75.1277,-1.2814,-212.7652,
75.1450,-1.2820,-212.7722,
75.1623,-1.2827,-212.7793,
75.1796,-1.2833,-212.7863,
75.1969,-1.2839,-212.7934,
75.2142,-1.2846,-212.8005,
75.2315,-1.2852,-212.8075,
75.2489,-1.2858,-212.8146,
75.2662,-1.2864,-212.8217,
75.2835,-1.2871,-212.8287,
75.3009,-1.2877,-212.8358,
75.3182,-1.2883,-212.8429,
75.3356,-1.2890,-212.8499,
75.3529,-1.2896,-212.8570,
75.3703,-1.2902,-212.8641,
75.3876,-1.2909,-212.8711,
75.4050,-1.2915,-212.8782,
75.4223,-1.2921,-212.8853,
75.4397,-1.2928,-212.8923,
75.4571,-1.2934,-212.8994,
75.4745,-1.2940,-212.9065,
75.4918,-1.2947,-212.9136,
75.5092,-1.2953,-212.9206,
75.5266,-1.2959,-212.9277,
75.5440,-1.2966,-212.9348,
75.5614,-1.2972,-212.9418,
75.5788,-1.2978,-212.9489,
75.5962,-1.2985,-212.9560,
75.6136,-1.2991,-212.9631,
75.6310,-1.2997,-212.9701,
75.6484,-1.3004,-212.9772,
75.6659,-1.3010,-212.9843,
75.6833,-1.3017,-212.9914,
75.7007,-1.3023,-212.9984,
75.7182,-1.3029,-213.0055,
75.7356,-1.3036,-213.0126,
75.7530,-1.3042,-213.0197,
75.7705,-1.3048,-213.0268,
75.7879,-1.3055,-213.0338,
75.8054,-1.3061,-213.0409,
75.8228,-1.3068,-213.0480,
75.8403,-1.3074,-213.0551,
75.8578,-1.3080,-213.0622,
75.8752,-1.3087,-213.0692,
75.8927,-1.3093,-213.0763,
75.9102,-1.3099,-213.0834,
75.9277,-1.3106,-213.0905,
75.9451,-1.3112,-213.0976,
75.9626,-1.3119,-213.1047,
75.9801,-1.3125,-213.1117,
75.9976,-1.3131,-213.1188,
76.0151,-1.3138,-213.1259,
76.0326,-1.3144,-213.1330,
76.0501,-1.3151,-213.1401,
76.0677,-1.3157,-213.1472,
76.0852,-1.3164,-213.1543,
76.1027,-1.3170,-213.1613,
76.1202,-1.3176,-213.1684,
76.1377,-1.3183,-213.1755,
76.1553,-1.3189,-213.1826,
76.1728,-1.3196,-213.1897,
76.1904,-1.3202,-213.1968,
76.2079,-1.3209,-213.2039,
76.2255,-1.3215,-213.2110,
76.2430,-1.3221,-213.2181,
76.2606,-1.3228,-213.2252,
76.2781,-1.3234,-213.2322,
76.2957,-1.3241,-213.2393,
76.3133,-1.3247,-213.2464,
76.3308,-1.3254,-213.2535,
76.3484,-1.3260,-213.2606,
76.3660,-1.3267,-213.2677,
76.3836,-1.3273,-213.2748,
76.4012,-1.3280,-213.2819,
76.4188,-1.3286,-213.2890,
76.4364,-1.3292,-213.2961,
76.4540,-1.3299,-213.3032,
76.4716,-1.3305,-213.3103,
76.4892,-1.3312,-213.3174,
76.5068,-1.3318,-213.3245,
76.5244,-1.3325,-213.3316,
76.5420,-1.3331,-213.3387,
76.5597,-1.3338,-213.3458,
76.5773,-1.3344,-213.3529,
76.5949,-1.3351,-213.3600,
76.6126,-1.3357,-213.3671,
76.6302,-1.3364,-213.3742,
76.6479,-1.3370,-213.3813,
76.6655,-1.3377,-213.3884,
76.6832,-1.3383,-213.3955,
76.7008,-1.3390,-213.4026,
76.7185,-1.3396,-213.4097,
76.7361,-1.3403,-213.4168,
76.7538,-1.3409,-213.4239,
76.7715,-1.3416,-213.4310,
76.7892,-1.3422,-213.4381,
76.8069,-1.3429,-213.4453,
76.8245,-1.3435,-213.4524,
76.8422,-1.3442,-213.4595,
76.8599,-1.3448,-213.4666,
76.8776,-1.3455,-213.4737,
76.8953,-1.3461,-213.4808,
76.9130,-1.3468,-213.4879,
76.9308,-1.3475,-213.4950,
76.9485,-1.3481,-213.5021,
76.9662,-1.3488,-213.5092,
76.9839,-1.3494,-213.5163,
77.0016,-1.3501,-213.5235,
77.0194,-1.3507,-213.5306,
77.0371,-1.3514,-213.5377,
77.0549,-1.3520,-213.5448,
77.0726,-1.3527,-213.5519,
77.0903,-1.3533,-213.5590,
77.1081,-1.3540,-213.5661,
77.1259,-1.3547,-213.5733,
77.1436,-1.3553,-213.5804,
77.1614,-1.3560,-213.5875,
77.1792,-1.3566,-213.5946,
77.1969,-1.3573,-213.6017,
77.2147,-1.3579,-213.6088,
77.2325,-1.3586,-213.6159,
77.2503,-1.3593,-213.6231,
77.2681,-1.3599,-213.6302,
77.2859,-1.3606,-213.6373,
77.3036,-1.3612,-213.6444,
77.3215,-1.3619,-213.6515,
77.3393,-1.3626,-213.6587,
77.3571,-1.3632,-213.6658,
77.3749,-1.3639,-213.6729,
77.3927,-1.3645,-213.6800,
77.4105,-1.3652,-213.6872,
77.4283,-1.3659,-213.6943,
77.4462,-1.3665,-213.7014,
77.4640,-1.3672,-213.7085,
77.4819,-1.3678,-213.7156,
77.4997,-1.3685,-213.7228,
77.5175,-1.3692,-213.7299,
77.5354,-1.3698,-213.7370,
77.5532,-1.3705,-213.7441,
77.5711,-1.3711,-213.7513,
77.5890,-1.3718,-213.7584,
77.6068,-1.3725,-213.7655,
77.6247,-1.3731,-213.7727,
77.6426,-1.3738,-213.7798,
77.6605,-1.3745,-213.7869,
77.6784,-1.3751,-213.7940,
77.6962,-1.3758,-213.8012,
77.7141,-1.3765,-213.8083,
77.7320,-1.3771,-213.8154,
77.7499,-1.3778,-213.8226,
77.7678,-1.3785,-213.8297,
77.7857,-1.3791,-213.8368,
77.8037,-1.3798,-213.8439,
77.8216,-1.3804,-213.8511,
77.8395,-1.3811,-213.8582,
77.8574,-1.3818,-213.8653,
77.8753,-1.3824,-213.8725,
77.8933,-1.3831,-213.8796,
77.9112,-1.3838,-213.8867,
77.9292,-1.3844,-213.8939,
77.9471,-1.3851,-213.9010,
77.9651,-1.3858,-213.9082,
77.9830,-1.3865,-213.9153,
78.0010,-1.3871,-213.9224,
78.0189,-1.3878,-213.9296,
78.0369,-1.3885,-213.9367,
78.0549,-1.3891,-213.9438,
78.0728,-1.3898,-213.9510,
78.0908,-1.3905,-213.9581,
78.1088,-1.3911,-213.9653,
78.1268,-1.3918,-213.9724,
78.1448,-1.3925,-213.9795,
78.1628,-1.3931,-213.9867,
78.1808,-1.3938,-213.9938,
78.1988,-1.3945,-214.0010,
78.2168,-1.3952,-214.0081,
78.2348,-1.3958,-214.0152,
78.2528,-1.3965,-214.0224,
78.2708,-1.3972,-214.0295,
78.2889,-1.3978,-214.0367,
78.3069,-1.3985,-214.0438,
78.3249,-1.3992,-214.0510,
78.3430,-1.3999,-214.0581,
78.3610,-1.4005,-214.0652,
78.3791,-1.4012,-214.0724,
78.3971,-1.4019,-214.0795,
78.4152,-1.4026,-214.0867,
78.4332,-1.4032,-214.0938,
78.4513,-1.4039,-214.1010,
78.4693,-1.4046,-214.1081,
78.4874,-1.4053,-214.1153,
78.5055,-1.4059,-214.1224,
78.5236,-1.4066,-214.1296,
78.5416,-1.4073,-214.1367,
78.5597,-1.4080,-214.1439,
78.5778,-1.4086,-214.1510,
78.5959,-1.4093,-214.1582,
78.6140,-1.4100,-214.1653,
78.6321,-1.4107,-214.1725,
78.6502,-1.4113,-214.1796,
78.6683,-1.4120,-214.1868,
78.6865,-1.4127,-214.1939,
78.7046,-1.4134,-214.2011,
78.7227,-1.4141,-214.2082,
78.7408,-1.4147,-214.2154,
78.7590,-1.4154,-214.2225,
78.7771,-1.4161,-214.2297,
78.7952,-1.4168,-214.2368,
78.8134,-1.4175,-214.2440,
78.8315,-1.4181,-214.2512,
78.8497,-1.4188,-214.2583,
78.8678,-1.4195,-214.2655,
78.8860,-1.4202,-214.2726,
78.9042,-1.4209,-214.2798,
78.9223,-1.4215,-214.2869,
78.9405,-1.4222,-214.2941,
78.9587,-1.4229,-214.3013,
78.9769,-1.4236,-214.3084,
78.9951,-1.4243,-214.3156,
79.0133,-1.4249,-214.3227,
79.0315,-1.4256,-214.3299,
79.0497,-1.4263,-214.3371,
79.0679,-1.4270,-214.3442,
79.0861,-1.4277,-214.3514,
79.1043,-1.4284,-214.3585,
79.1225,-1.4290,-214.3657,
79.1407,-1.4297,-214.3729,
79.1589,-1.4304,-214.3800,
79.1772,-1.4311,-214.3872,
79.1954,-1.4318,-214.3944,
79.2136,-1.4325,-214.4015,
79.2319,-1.4332,-214.4087,
79.2501,-1.4338,-214.4158,
79.2684,-1.4345,-214.4230,
79.2866,-1.4352,-214.4302,
79.3049,-1.4359,-214.4373,
79.3232,-1.4366,-214.4445,
79.3414,-1.4373,-214.4517,
79.3597,-1.4380,-214.4588,
79.3780,-1.4386,-214.4660,
79.3963,-1.4393,-214.4732,
79.4145,-1.4400,-214.4803,
79.4328,-1.4407,-214.4875,
79.4511,-1.4414,-214.4947,
79.4694,-1.4421,-214.5019,
79.4877,-1.4428,-214.5090,
79.5060,-1.4435,-214.5162,
79.5243,-1.4442,-214.5234,
79.5426,-1.4448,-214.5305,
79.5610,-1.4455,-214.5377,
79.5793,-1.4462,-214.5449,
79.5976,-1.4469,-214.5520,
79.6159,-1.4476,-214.5592,
79.6343,-1.4483,-214.5664,
79.6526,-1.4490,-214.5736,
79.6710,-1.4497,-214.5807,
79.6893,-1.4504,-214.5879,
79.7076,-1.4511,-214.5951,
79.7260,-1.4518,-214.6023,
79.7444,-1.4524,-214.6094,
79.7627,-1.4531,-214.6166,
79.7811,-1.4538,-214.6238,
79.7995,-1.4545,-214.6310,
79.8178,-1.4552,-214.6381,
79.8362,-1.4559,-214.6453,
79.8546,-1.4566,-214.6525,
79.8730,-1.4573,-214.6597,
79.8914,-1.4580,-214.6669,
79.9098,-1.4587,-214.6740,
79.9282,-1.4594,-214.6812,
79.9466,-1.4601,-214.6884,
79.9650,-1.4608,-214.6956,
79.9834,-1.4615,-214.7028,
80.0018,-1.4622,-214.7099,
80.0203,-1.4629,-214.7171,
80.0387,-1.4636,-214.7243,
80.0571,-1.4643,-214.7315,
80.0756,-1.4649,-214.7387,
80.0940,-1.4656,-214.7458,
80.1124,-1.4663,-214.7530,
80.1309,-1.4670,-214.7602,
80.1493,-1.4677,-214.7674,
80.1678,-1.4684,-214.7746,
80.1863,-1.4691,-214.7818,
80.2047,-1.4698,-214.7889,
80.2232,-1.4705,-214.7961,
80.2417,-1.4712,-214.8033,
80.2602,-1.4719,-214.8105,
80.2786,-1.4726,-214.8177,
80.2971,-1.4733,-214.8249,
80.3156,-1.4740,-214.8321,
80.3341,-1.4747,-214.8392,
80.3526,-1.4754,-214.8464,
80.3711,-1.4761,-214.8536,
80.3896,-1.4768,-214.8608,
80.4081,-1.4775,-214.8680,
80.4267,-1.4782,-214.8752,
80.4452,-1.4789,-214.8824,
80.4637,-1.4796,-214.8896,
80.4822,-1.4803,-214.8967,
80.5008,-1.4810,-214.9039,
80.5193,-1.4818,-214.9111,
80.5378,-1.4825,-214.9183,
80.5564,-1.4832,-214.9255,
80.5749,-1.4839,-214.9327,
80.5935,-1.4846,-214.9399,
80.6121,-1.4853,-214.9471,
80.6306,-1.4860,-214.9543,
80.6492,-1.4867,-214.9615,
80.6678,-1.4874,-214.9687,
80.6863,-1.4881,-214.9759,
80.7049,-1.4888,-214.9831,
80.7235,-1.4895,-214.9902,
80.7421,-1.4902,-214.9974,
80.7607,-1.4909,-215.0046,
80.7793,-1.4916,-215.0118,
80.7979,-1.4923,-215.0190,
80.8165,-1.4930,-215.0262,
80.8351,-1.4937,-215.0334,
80.8537,-1.4944,-215.0406,
80.8723,-1.4952,-215.0478,
80.8910,-1.4959,-215.0550,
80.9096,-1.4966,-215.0622,
80.9282,-1.4973,-215.0694,
80.9469,-1.4980,-215.0766,
80.9655,-1.4987,-215.0838,
80.9841,-1.4994,-215.0910,
81.0028,-1.5001,-215.0982,
81.0214,-1.5008,-215.1054,
81.0401,-1.5015,-215.1126,
81.0588,-1.5022,-215.1198,
81.0774,-1.5030,-215.1270,
81.0961,-1.5037,-215.1342,
81.1148,-1.5044,-215.1414,
81.1335,-1.5051,-215.1486,
81.1521,-1.5058,-215.1558,
81.1708,-1.5065,-215.1630,
81.1895,-1.5072,-215.1702,
81.2082,-1.5079,-215.1774,
81.2269,-1.5087,-215.1846,
81.2456,-1.5094,-215.1918,
81.2643,-1.5101,-215.1990,
81.2831,-1.5108,-215.2062,
81.3018,-1.5115,-215.2134,
81.3205,-1.5122,-215.2206,
81.3392,-1.5129,-215.2279,
81.3580,-1.5136,-215.2351,
81.3767,-1.5144,-215.2423,
81.3954,-1.5151,-215.2495,
81.4142,-1.5158,-215.2567,
81.4329,-1.5165,-215.2639,
81.4517,-1.5172,-215.2711,
81.4704,-1.5179,-215.2783,
81.4892,-1.5187,-215.2855,
81.5080,-1.5194,-215.2927,
81.5267,-1.5201,-215.2999,
81.5455,-1.5208,-215.3071,
81.5643,-1.5215,-215.3143,
81.5831,-1.5222,-215.3216,
81.6018,-1.5230,-215.3288,
81.6206,-1.5237,-215.3360,
81.6394,-1.5244,-215.3432,
81.6582,-1.5251,-215.3504,
81.6770,-1.5258,-215.3576,
81.6959,-1.5266,-215.3648,
81.7147,-1.5273,-215.3720,
81.7335,-1.5280,-215.3792,
81.7523,-1.5287,-215.3865,
81.7711,-1.5294,-215.3937,
81.7900,-1.5302,-215.4009,
81.8088,-1.5309,-215.4081,
81.8276,-1.5316,-215.4153,
81.8465,-1.5323,-215.4225,
81.8653,-1.5330,-215.4297,
81.8842,-1.5338,-215.4370,
81.9030,-1.5345,-215.4442,
81.9219,-1.5352,-215.4514,
81.9408,-1.5359,-215.4586,
81.9596,-1.5366,-215.4658,
81.9785,-1.5374,-215.4730,
81.9974,-1.5381,-215.4803,
82.0163,-1.5388,-215.4875,
82.0352,-1.5395,-215.4947,
82.0540,-1.5403,-215.5019,
82.0729,-1.5410,-215.5091,
82.0918,-1.5417,-215.5163,
82.1107,-1.5424,-215.5236,
82.1297,-1.5432,-215.5308,
82.1486,-1.5439,-215.5380,
82.1675,-1.5446,-215.5452,
82.1864,-1.5453,-215.5524,
82.2053,-1.5461,-215.5597,
82.2243,-1.5468,-215.5669,
82.2432,-1.5475,-215.5741,
82.2621,-1.5482,-215.5813,
82.2811,-1.5490,-215.5885,
82.3000,-1.5497,-215.5958,
82.3190,-1.5504,-215.6030,
82.3379,-1.5512,-215.6102,
82.3569,-1.5519,-215.6174,
82.3759,-1.5526,-215.6247,
82.3948,-1.5533,-215.6319,
82.4138,-1.5541,-215.6391,
82.4328,-1.5548,-215.6463,
82.4518,-1.5555,-215.6535,
82.4708,-1.5563,-215.6608,
82.4898,-1.5570,-215.6680,
82.5087,-1.5577,-215.6752,
82.5277,-1.5584,-215.6824,
82.5468,-1.5592,-215.6897,
82.5658,-1.5599,-215.6969,
82.5848,-1.5606,-215.7041,
82.6038,-1.5614,-215.7113,
82.6228,-1.5621,-215.7186,
82.6418,-1.5628,-215.7258,
82.6609,-1.5636,-215.7330,
82.6799,-1.5643,-215.7403,
82.6990,-1.5650,-215.7475,
82.7180,-1.5658,-215.7547,
82.7370,-1.5665,-215.7619,
82.7561,-1.5672,-215.7692,
82.7752,-1.5680,-215.7764,
82.7942,-1.5687,-215.7836,
82.8133,-1.5694,-215.7909,
82.8324,-1.5702,-215.7981,
82.8514,-1.5709,-215.8053,
82.8705,-1.5716,-215.8125,
82.8896,-1.5724,-215.8198,
82.9087,-1.5731,-215.8270,
82.9278,-1.5738,-215.8342,
82.9469,-1.5746,-215.8415,
82.9660,-1.5753,-215.8487,
82.9851,-1.5761,-215.8559,
83.0042,-1.5768,-215.8632,
83.0233,-1.5775,-215.8704,
83.0424,-1.5783,-215.8776,
83.0615,-1.5790,-215.8849,
83.0807,-1.5797,-215.8921,
83.0998,-1.5805,-215.8993,
83.1189,-1.5812,-215.9066,
83.1381,-1.5820,-215.9138,
83.1572,-1.5827,-215.9210,
83.1764,-1.5834,-215.9283,
83.1955,-1.5842,-215.9355,
83.2147,-1.5849,-215.9427,
83.2339,-1.5857,-215.9500,
83.2530,-1.5864,-215.9572,
83.2722,-1.5871,-215.9645,
83.2914,-1.5879,-215.9717,
83.3105,-1.5886,-215.9789,
83.3297,-1.5894,-215.9862,
83.3489,-1.5901,-215.9934,
83.3681,-1.5908,-216.0006,
83.3873,-1.5916,-216.0079,
83.4065,-1.5923,-216.0151,
83.4257,-1.5931,-216.0224,
83.4449,-1.5938,-216.0296,
83.4642,-1.5945,-216.0368,
83.4834,-1.5953,-216.0441,
83.5026,-1.5960,-216.0513,
83.5218,-1.5968,-216.0585,
83.5411,-1.5975,-216.0658,
83.5603,-1.5983,-216.0730,
83.5795,-1.5990,-216.0803,
83.5988,-1.5998,-216.0875,
83.6180,-1.6005,-216.0947,
83.6373,-1.6012,-216.1020,
83.6566,-1.6020,-216.1092,
83.6758,-1.6027,-216.1165,
83.6951,-1.6035,-216.1237,
83.7144,-1.6042,-216.1310,
83.7336,-1.6050,-216.1382,
83.7529,-1.6057,-216.1454,
83.7722,-1.6065,-216.1527,
83.7915,-1.6072,-216.1599,
83.8108,-1.6080,-216.1672,
83.8301,-1.6087,-216.1744,
83.8494,-1.6095,-216.1817,
83.8687,-1.6102,-216.1889,
83.8880,-1.6110,-216.1962,
83.9073,-1.6117,-216.2034,
83.9267,-1.6125,-216.2106,
83.9460,-1.6132,-216.2179,
83.9653,-1.6140,-216.2251,
83.9847,-1.6147,-216.2324,
84.0040,-1.6155,-216.2396,
84.0234,-1.6162,-216.2469,
84.0427,-1.6170,-216.2541,
84.0621,-1.6177,-216.2614,
84.0814,-1.6185,-216.2686,
84.1008,-1.6192,-216.2759,
84.1201,-1.6200,-216.2831,
84.1395,-1.6207,-216.2904,
84.1589,-1.6215,-216.2976,
84.1783,-1.6222,-216.3048,
84.1977,-1.6230,-216.3121,
84.2170,-1.6237,-216.3193,
84.2364,-1.6245,-216.3266,
84.2558,-1.6252,-216.3338,
84.2752,-1.6260,-216.3411,
84.2946,-1.6267,-216.3483,
84.3141,-1.6275,-216.3556,
84.3335,-1.6283,-216.3628,
84.3529,-1.6290,-216.3701,
84.3723,-1.6298,-216.3773,
84.3918,-1.6305,-216.3846,
84.4112,-1.6313,-216.3918,
