Frequency,Magnitude,Phase,
59.0609,-0.7426,-205.7226,
59.0745,-0.7430,-205.7290,
59.0881,-0.7434,-205.7354,
59.1017,-0.7438,-205.7418,
59.1153,-0.7442,-205.7481,
59.1289,-0.7446,-205.7545,
59.1425,-0.7450,-205.7609,
59.1562,-0.7455,-205.7673,
59.1698,-0.7459,-205.7737,
59.1834,-0.7463,-205.7801,
59.1970,-0.7467,-205.7864,
59.2107,-0.7471,-205.7928,
59.2243,-0.7475,-205.7992,
59.2379,-0.7480,-205.8056,
59.2516,-0.7484,-205.8120,
59.2652,-0.7488,-205.8184,
59.2789,-0.7492,-205.8248,
59.2925,-0.7496,-205.8312,
59.3062,-0.7500,-205.8375,
59.3198,-0.7505,-205.8439,
59.3335,-0.7509,-205.8503,
59.3472,-0.7513,-205.8567,
59.3608,-0.7517,-205.8631,
59.3745,-0.7521,-205.8695,
59.3882,-0.7525,-205.8759,
59.4019,-0.7530,-205.8823,
59.4155,-0.7534,-205.8887,
59.4292,-0.7538,-205.8951,
59.4429,-0.7542,-205.9015,
59.4566,-0.7546,-205.9079,
59.4703,-0.7551,-205.9143,
59.4840,-0.7555,-205.9207,
59.4977,-0.7559,-205.9271,
59.5114,-0.7563,-205.9335,
59.5251,-0.7567,-205.9399,
59.5388,-0.7572,-205.9463,
59.5525,-0.7576,-205.9527,
59.5662,-0.7580,-205.9591,
59.5799,-0.7584,-205.9655,
59.5937,-0.7588,-205.9719,
59.6074,-0.7593,-205.9783,
59.6211,-0.7597,-205.9847,
59.6348,-0.7601,-205.9911,
59.6486,-0.7605,-205.9975,
59.6623,-0.7610,-206.0039,
59.6760,-0.7614,-206.0104,
59.6898,-0.7618,-206.0168,
59.7035,-0.7622,-206.0232,
59.7173,-0.7626,-206.0296,
59.7310,-0.7631,-206.0360,
59.7448,-0.7635,-206.0424,
59.7585,-0.7639,-206.0488,
59.7723,-0.7643,-206.0552,
59.7861,-0.7648,-206.0617,
59.7998,-0.7652,-206.0681,
59.8136,-0.7656,-206.0745,
59.8274,-0.7660,-206.0809,
59.8412,-0.7665,-206.0873,
59.8549,-0.7669,-206.0938,
59.8687,-0.7673,-206.1002,
59.8825,-0.7677,-206.1066,
59.8963,-0.7681,-206.1130,
59.9101,-0.7686,-206.1194,
59.9239,-0.7690,-206.1259,
59.9377,-0.7694,-206.1323,
59.9515,-0.7699,-206.1387,
59.9653,-0.7703,-206.1451,
59.9791,-0.7707,-206.1516,
59.9929,-0.7711,-206.1580,
60.0067,-0.7716,-206.1644,
60.0206,-0.7720,-206.1708,
60.0344,-0.7724,-206.1773,
60.0482,-0.7728,-206.1837,
60.0620,-0.7733,-206.1901,
60.0759,-0.7737,-206.1966,
60.0897,-0.7741,-206.2030,
60.1035,-0.7745,-206.2094,
60.1174,-0.7750,-206.2159,
60.1312,-0.7754,-206.2223,
60.1451,-0.7758,-206.2287,
60.1589,-0.7763,-206.2352,
60.1728,-0.7767,-206.2416,
60.1866,-0.7771,-206.2480,
60.2005,-0.7775,-206.2545,
60.2143,-0.7780,-206.2609,
60.2282,-0.7784,-206.2674,
60.2421,-0.7788,-206.2738,
60.2560,-0.7793,-206.2802,
60.2698,-0.7797,-206.2867,
60.2837,-0.7801,-206.2931,
60.2976,-0.7805,-206.2996,
60.3115,-0.7810,-206.3060,
60.3254,-0.7814,-206.3125,
60.3393,-0.7818,-206.3189,
60.3532,-0.7823,-206.3253,
60.3671,-0.7827,-206.3318,
60.3810,-0.7831,-206.3382,
60.3949,-0.7836,-206.3447,
60.4088,-0.7840,-206.3511,
60.4227,-0.7844,-206.3576,
60.4366,-0.7849,-206.3640,
60.4505,-0.7853,-206.3705,
60.4644,-0.7857,-206.3769,
60.4784,-0.7862,-206.3834,
60.4923,-0.7866,-206.3898,
60.5062,-0.7870,-206.3963,
60.5202,-0.7875,-206.4028,
60.5341,-0.7879,-206.4092,
60.5480,-0.7883,-206.4157,
60.5620,-0.7888,-206.4221,
60.5759,-0.7892,-206.4286,
60.5899,-0.7896,-206.4350,
60.6038,-0.7901,-206.4415,
60.6178,-0.7905,-206.4480,
60.6317,-0.7909,-206.4544,
60.6457,-0.7914,-206.4609,
60.6597,-0.7918,-206.4673,
60.6736,-0.7922,-206.4738,
60.6876,-0.7927,-206.4803,
60.7016,-0.7931,-206.4867,
60.7156,-0.7935,-206.4932,
60.7295,-0.7940,-206.4997,
60.7435,-0.7944,-206.5061,
60.7575,-0.7948,-206.5126,
60.7715,-0.7953,-206.5191,
60.7855,-0.7957,-206.5255,
60.7995,-0.7961,-206.5320,
60.8135,-0.7966,-206.5385,
60.8275,-0.7970,-206.5449,
60.8415,-0.7975,-206.5514,
60.8555,-0.7979,-206.5579,
60.8695,-0.7983,-206.5644,
60.8836,-0.7988,-206.5708,
60.8976,-0.7992,-206.5773,
60.9116,-0.7996,-206.5838,
60.9256,-0.8001,-206.5903,
60.9397,-0.8005,-206.5967,
60.9537,-0.8010,-206.6032,
60.9677,-0.8014,-206.6097,
60.9818,-0.8018,-206.6162,
60.9958,-0.8023,-206.6227,
61.0099,-0.8027,-206.6291,
61.0239,-0.8032,-206.6356,
61.0380,-0.8036,-206.6421,
61.0520,-0.8040,-206.6486,
61.0661,-0.8045,-206.6551,
61.0801,-0.8049,-206.6615,
61.0942,-0.8054,-206.6680,
61.1083,-0.8058,-206.6745,
61.1223,-0.8062,-206.6810,
61.1364,-0.8067,-206.6875,
61.1505,-0.8071,-206.6940,
61.1646,-0.8076,-206.7005,
61.1787,-0.8080,-206.7070,
61.1928,-0.8084,-206.7134,
61.2068,-0.8089,-206.7199,
61.2209,-0.8093,-206.7264,
61.2350,-0.8098,-206.7329,
61.2491,-0.8102,-206.7394,
61.2632,-0.8106,-206.7459,
61.2774,-0.8111,-206.7524,
61.2915,-0.8115,-206.7589,
61.3056,-0.8120,-206.7654,
61.3197,-0.8124,-206.7719,
61.3338,-0.8129,-206.7784,
61.3479,-0.8133,-206.7849,
61.3621,-0.8137,-206.7914,
61.3762,-0.8142,-206.7979,
61.3903,-0.8146,-206.8044,
61.4045,-0.8151,-206.8109,
61.4186,-0.8155,-206.8174,
61.4328,-0.8160,-206.8239,
61.4469,-0.8164,-206.8304,
61.4611,-0.8169,-206.8369,
61.4752,-0.8173,-206.8434,
61.4894,-0.8177,-206.8499,
61.5035,-0.8182,-206.8564,
61.5177,-0.8186,-206.8629,
61.5319,-0.8191,-206.8694,
61.5460,-0.8195,-206.8759,
61.5602,-0.8200,-206.8824,
61.5744,-0.8204,-206.8889,
61.5886,-0.8209,-206.8955,
61.6027,-0.8213,-206.9020,
61.6169,-0.8218,-206.9085,
61.6311,-0.8222,-206.9150,
61.6453,-0.8227,-206.9215,
61.6595,-0.8231,-206.9280,
61.6737,-0.8236,-206.9345,
61.6879,-0.8240,-206.9411,
61.7021,-0.8244,-206.9476,
61.7163,-0.8249,-206.9541,
61.7305,-0.8253,-206.9606,
61.7447,-0.8258,-206.9671,
61.7590,-0.8262,-206.9736,
61.7732,-0.8267,-206.9802,
61.7874,-0.8271,-206.9867,
61.8016,-0.8276,-206.9932,
61.8159,-0.8280,-206.9997,
61.8301,-0.8285,-207.0062,
61.8443,-0.8289,-207.0128,
61.8586,-0.8294,-207.0193,
61.8728,-0.8298,-207.0258,
61.8871,-0.8303,-207.0323,
61.9013,-0.8307,-207.0389,
61.9156,-0.8312,-207.0454,
61.9298,-0.8316,-207.0519,
61.9441,-0.8321,-207.0584,
61.9584,-0.8325,-207.0650,
61.9726,-0.8330,-207.0715,
61.9869,-0.8334,-207.0780,
62.0012,-0.8339,-207.0846,
62.0155,-0.8344,-207.0911,
62.0297,-0.8348,-207.0976,
62.0440,-0.8353,-207.1042,
62.0583,-0.8357,-207.1107,
62.0726,-0.8362,-207.1172,
62.0869,-0.8366,-207.1238,
62.1012,-0.8371,-207.1303,
62.1155,-0.8375,-207.1368,
62.1298,-0.8380,-207.1434,
62.1441,-0.8384,-207.1499,
62.1584,-0.8389,-207.1565,
62.1727,-0.8393,-207.1630,
62.1871,-0.8398,-207.1695,
62.2014,-0.8402,-207.1761,
62.2157,-0.8407,-207.1826,
62.2300,-0.8412,-207.1892,
62.2444,-0.8416,-207.1957,
62.2587,-0.8421,-207.2023,
62.2730,-0.8425,-207.2088,
62.2874,-0.8430,-207.2153,
62.3017,-0.8434,-207.2219,
62.3161,-0.8439,-207.2284,
62.3304,-0.8443,-207.2350,
62.3448,-0.8448,-207.2415,
62.3591,-0.8453,-207.2481,
62.3735,-0.8457,-207.2546,
62.3878,-0.8462,-207.2612,
62.4022,-0.8466,-207.2677,
62.4166,-0.8471,-207.2743,
62.4310,-0.8475,-207.2808,
62.4453,-0.8480,-207.2874,
62.4597,-0.8485,-207.2939,
62.4741,-0.8489,-207.3005,
62.4885,-0.8494,-207.3071,
62.5029,-0.8498,-207.3136,
62.5173,-0.8503,-207.3202,
62.5317,-0.8507,-207.3267,
62.5461,-0.8512,-207.3333,
62.5605,-0.8517,-207.3398,
62.5749,-0.8521,-207.3464,
62.5893,-0.8526,-207.3530,
62.6037,-0.8530,-207.3595,
62.6181,-0.8535,-207.3661,
62.6325,-0.8540,-207.3727,
62.6470,-0.8544,-207.3792,
62.6614,-0.8549,-207.3858,
62.6758,-0.8553,-207.3923,
62.6902,-0.8558,-207.3989,
62.7047,-0.8563,-207.4055,
62.7191,-0.8567,-207.4120,
62.7336,-0.8572,-207.4186,
62.7480,-0.8576,-207.4252,
62.7625,-0.8581,-207.4318,
62.7769,-0.8586,-207.4383,
62.7914,-0.8590,-207.4449,
62.8058,-0.8595,-207.4515,
62.8203,-0.8600,-207.4580,
62.8348,-0.8604,-207.4646,
62.8492,-0.8609,-207.4712,
62.8637,-0.8613,-207.4778,
62.8782,-0.8618,-207.4843,
62.8927,-0.8623,-207.4909,
62.9071,-0.8627,-207.4975,
62.9216,-0.8632,-207.5041,
62.9361,-0.8637,-207.5106,
62.9506,-0.8641,-207.5172,
62.9651,-0.8646,-207.5238,
62.9796,-0.8651,-207.5304,
62.9941,-0.8655,-207.5370,
63.0086,-0.8660,-207.5435,
63.0231,-0.8665,-207.5501,
63.0376,-0.8669,-207.5567,
63.0522,-0.8674,-207.5633,
63.0667,-0.8679,-207.5699,
63.0812,-0.8683,-207.5765,
63.0957,-0.8688,-207.5830,
63.1103,-0.8692,-207.5896,
63.1248,-0.8697,-207.5962,
63.1393,-0.8702,-207.6028,
63.1539,-0.8706,-207.6094,
63.1684,-0.8711,-207.6160,
63.1830,-0.8716,-207.6226,
63.1975,-0.8721,-207.6292,
63.2121,-0.8725,-207.6358,
63.2266,-0.8730,-207.6423,
63.2412,-0.8735,-207.6489,
63.2557,-0.8739,-207.6555,
63.2703,-0.8744,-207.6621,
63.2849,-0.8749,-207.6687,
63.2995,-0.8753,-207.6753,
63.3140,-0.8758,-207.6819,
63.3286,-0.8763,-207.6885,
63.3432,-0.8767,-207.6951,
63.3578,-0.8772,-207.7017,
63.3724,-0.8777,-207.7083,
63.3870,-0.8781,-207.7149,
63.4016,-0.8786,-207.7215,
63.4162,-0.8791,-207.7281,
63.4308,-0.8796,-207.7347,
63.4454,-0.8800,-207.7413,
63.4600,-0.8805,-207.7479,
63.4746,-0.8810,-207.7545,
63.4892,-0.8814,-207.7611,
63.5038,-0.8819,-207.7677,
63.5185,-0.8824,-207.7743,
63.5331,-0.8829,-207.7809,
63.5477,-0.8833,-207.7876,
63.5624,-0.8838,-207.7942,
63.5770,-0.8843,-207.8008,
63.5916,-0.8847,-207.8074,
63.6063,-0.8852,-207.8140,
63.6209,-0.8857,-207.8206,
63.6356,-0.8862,-207.8272,
63.6502,-0.8866,-207.8338,
63.6649,-0.8871,-207.8404,
63.6796,-0.8876,-207.8471,
63.6942,-0.8881,-207.8537,
63.7089,-0.8885,-207.8603,
63.7236,-0.8890,-207.8669,
63.7382,-0.8895,-207.8735,
63.7529,-0.8900,-207.8801,
63.7676,-0.8904,-207.8868,
63.7823,-0.8909,-207.8934,
63.7970,-0.8914,-207.9000,
63.8117,-0.8919,-207.9066,
63.8263,-0.8923,-207.9132,
63.8410,-0.8928,-207.9199,
63.8557,-0.8933,-207.9265,
63.8705,-0.8938,-207.9331,
63.8852,-0.8942,-207.9397,
63.8999,-0.8947,-207.9463,
63.9146,-0.8952,-207.9530,
63.9293,-0.8957,-207.9596,
63.9440,-0.8961,-207.9662,
63.9588,-0.8966,-207.9729,
63.9735,-0.8971,-207.9795,
63.9882,-0.8976,-207.9861,
64.0030,-0.8981,-207.9927,
64.0177,-0.8985,-207.9994,
64.0324,-0.8990,-208.0060,
64.0472,-0.8995,-208.0126,
64.0619,-0.9000,-208.0193,
64.0767,-0.9004,-208.0259,
64.0914,-0.9009,-208.0325,
64.1062,-0.9014,-208.0392,
64.1210,-0.9019,-208.0458,
64.1357,-0.9024,-208.0524,
64.1505,-0.9028,-208.0591,
64.1653,-0.9033,-208.0657,
64.1800,-0.9038,-208.0723,
64.1948,-0.9043,-208.0790,
64.2096,-0.9048,-208.0856,
64.2244,-0.9052,-208.0923,
64.2392,-0.9057,-208.0989,
64.2540,-0.9062,-208.1056,
64.2688,-0.9067,-208.1122,
64.2836,-0.9072,-208.1188,
64.2984,-0.9076,-208.1255,
64.3132,-0.9081,-208.1321,
64.3280,-0.9086,-208.1388,
64.3428,-0.9091,-208.1454,
64.3576,-0.9096,-208.1521,
64.3724,-0.9101,-208.1587,
64.3873,-0.9105,-208.1654,
64.4021,-0.9110,-208.1720,
64.4169,-0.9115,-208.1787,
64.4318,-0.9120,-208.1853,
64.4466,-0.9125,-208.1920,
64.4614,-0.9130,-208.1986,
64.4763,-0.9134,-208.2053,
64.4911,-0.9139,-208.2119,
64.5060,-0.9144,-208.2186,
64.5208,-0.9149,-208.2252,
64.5357,-0.9154,-208.2319,
64.5506,-0.9159,-208.2385,
64.5654,-0.9164,-208.2452,
64.5803,-0.9168,-208.2518,
64.5952,-0.9173,-208.2585,
64.6100,-0.9178,-208.2652,
64.6249,-0.9183,-208.2718,
64.6398,-0.9188,-208.2785,
64.6547,-0.9193,-208.2851,
64.6696,-0.9198,-208.2918,
64.6845,-0.9202,-208.2985,
64.6994,-0.9207,-208.3051,
64.7143,-0.9212,-208.3118,
64.7292,-0.9217,-208.3184,
64.7441,-0.9222,-208.3251,
64.7590,-0.9227,-208.3318,
64.7739,-0.9232,-208.3384,
64.7888,-0.9237,-208.3451,
64.8037,-0.9241,-208.3518,
64.8187,-0.9246,-208.3584,
64.8336,-0.9251,-208.3651,
64.8485,-0.9256,-208.3718,
64.8634,-0.9261,-208.3785,
64.8784,-0.9266,-208.3851,
64.8933,-0.9271,-208.3918,
64.9083,-0.9276,-208.3985,
64.9232,-0.9281,-208.4051,
64.9382,-0.9286,-208.4118,
64.9531,-0.9290,-208.4185,
64.9681,-0.9295,-208.4252,
64.9830,-0.9300,-208.4318,
64.9980,-0.9305,-208.4385,
65.0130,-0.9310,-208.4452,
65.0279,-0.9315,-208.4519,
65.0429,-0.9320,-208.4585,
65.0579,-0.9325,-208.4652,
65.0729,-0.9330,-208.4719,
65.0879,-0.9335,-208.4786,
65.1028,-0.9340,-208.4853,
65.1178,-0.9345,-208.4920,
65.1328,-0.9349,-208.4986,
65.1478,-0.9354,-208.5053,
65.1628,-0.9359,-208.5120,
65.1778,-0.9364,-208.5187,
65.1929,-0.9369,-208.5254,
65.2079,-0.9374,-208.5321,
65.2229,-0.9379,-208.5387,
65.2379,-0.9384,-208.5454,
65.2529,-0.9389,-208.5521,
65.2680,-0.9394,-208.5588,
65.2830,-0.9399,-208.5655,
65.2980,-0.9404,-208.5722,
65.3131,-0.9409,-208.5789,
65.3281,-0.9414,-208.5856,
65.3431,-0.9419,-208.5923,
65.3582,-0.9424,-208.5990,
65.3732,-0.9429,-208.6056,
65.3883,-0.9434,-208.6123,
65.4034,-0.9438,-208.6190,
65.4184,-0.9443,-208.6257,
65.4335,-0.9448,-208.6324,
65.4485,-0.9453,-208.6391,
65.4636,-0.9458,-208.6458,
65.4787,-0.9463,-208.6525,
65.4938,-0.9468,-208.6592,
65.5089,-0.9473,-208.6659,
65.5239,-0.9478,-208.6726,
65.5390,-0.9483,-208.6793,
65.5541,-0.9488,-208.6860,
65.5692,-0.9493,-208.6927,
65.5843,-0.9498,-208.6994,
65.5994,-0.9503,-208.7061,
65.6145,-0.9508,-208.7128,
65.6296,-0.9513,-208.7195,
65.6448,-0.9518,-208.7262,
65.6599,-0.9523,-208.7330,
65.6750,-0.9528,-208.7397,
65.6901,-0.9533,-208.7464,
65.7052,-0.9538,-208.7531,
65.7204,-0.9543,-208.7598,
65.7355,-0.9548,-208.7665,
65.7506,-0.9553,-208.7732,
65.7658,-0.9558,-208.7799,
65.7809,-0.9563,-208.7866,
65.7961,-0.9568,-208.7933,
65.8112,-0.9573,-208.8001,
65.8264,-0.9578,-208.8068,
65.8415,-0.9583,-208.8135,
65.8567,-0.9588,-208.8202,
65.8719,-0.9593,-208.8269,
65.8870,-0.9598,-208.8336,
65.9022,-0.9603,-208.8404,
65.9174,-0.9608,-208.8471,
65.9326,-0.9614,-208.8538,
65.9478,-0.9619,-208.8605,
65.9629,-0.9624,-208.8672,
65.9781,-0.9629,-208.8740,
65.9933,-0.9634,-208.8807,
66.0085,-0.9639,-208.8874,
66.0237,-0.9644,-208.8941,
66.0389,-0.9649,-208.9008,
66.0541,-0.9654,-208.9076,
66.0693,-0.9659,-208.9143,
66.0846,-0.9664,-208.9210,
66.0998,-0.9669,-208.9277,
66.1150,-0.9674,-208.9345,
66.1302,-0.9679,-208.9412,
66.1455,-0.9684,-208.9479,
66.1607,-0.9689,-208.9547,
66.1759,-0.9694,-208.9614,
66.1912,-0.9699,-208.9681,
66.2064,-0.9704,-208.9748,
66.2217,-0.9710,-208.9816,
66.2369,-0.9715,-208.9883,
66.2522,-0.9720,-208.9950,
66.2674,-0.9725,-209.0018,
66.2827,-0.9730,-209.0085,
66.2979,-0.9735,-209.0152,
66.3132,-0.9740,-209.0220,
66.3285,-0.9745,-209.0287,
66.3437,-0.9750,-209.0355,
66.3590,-0.9755,-209.0422,
66.3743,-0.9760,-209.0489,
66.3896,-0.9765,-209.0557,
66.4049,-0.9771,-209.0624,
66.4202,-0.9776,-209.0692,
66.4355,-0.9781,-209.0759,
66.4508,-0.9786,-209.0826,
66.4661,-0.9791,-209.0894,
66.4814,-0.9796,-209.0961,
66.4967,-0.9801,-209.1029,
66.5120,-0.9806,-209.1096,
66.5273,-0.9811,-209.1164,
66.5426,-0.9817,-209.1231,
66.5580,-0.9822,-209.1298,
66.5733,-0.9827,-209.1366,
66.5886,-0.9832,-209.1433,
66.6040,-0.9837,-209.1501,
66.6193,-0.9842,-209.1568,
66.6346,-0.9847,-209.1636,
66.6500,-0.9852,-209.1703,
66.6653,-0.9858,-209.1771,
66.6807,-0.9863,-209.1838,
66.6960,-0.9868,-209.1906,
66.7114,-0.9873,-209.1974,
66.7268,-0.9878,-209.2041,
66.7421,-0.9883,-209.2109,
66.7575,-0.9888,-209.2176,
66.7729,-0.9894,-209.2244,
66.7882,-0.9899,-209.2311,
66.8036,-0.9904,-209.2379,
66.8190,-0.9909,-209.2446,
66.8344,-0.9914,-209.2514,
66.8498,-0.9919,-209.2582,
66.8652,-0.9924,-209.2649,
66.8806,-0.9930,-209.2717,
66.8960,-0.9935,-209.2784,
66.9114,-0.9940,-209.2852,
66.9268,-0.9945,-209.2920,
66.9422,-0.9950,-209.2987,
66.9576,-0.9955,-209.3055,
66.9730,-0.9961,-209.3123,
66.9885,-0.9966,-209.3190,
67.0039,-0.9971,-209.3258,
67.0193,-0.9976,-209.3326,
67.0348,-0.9981,-209.3393,
67.0502,-0.9987,-209.3461,
67.0656,-0.9992,-209.3529,
67.0811,-0.9997,-209.3596,
67.0965,-1.0002,-209.3664,
67.1120,-1.0007,-209.3732,
67.1274,-1.0012,-209.3799,
67.1429,-1.0018,-209.3867,
67.1583,-1.0023,-209.3935,
67.1738,-1.0028,-209.4003,
67.1893,-1.0033,-209.4070,
67.2048,-1.0039,-209.4138,
67.2202,-1.0044,-209.4206,
67.2357,-1.0049,-209.4274,
67.2512,-1.0054,-209.4341,
67.2667,-1.0059,-209.4409,
67.2822,-1.0065,-209.4477,
67.2977,-1.0070,-209.4545,
67.3132,-1.0075,-209.4612,
67.3287,-1.0080,-209.4680,
67.3442,-1.0085,-209.4748,
67.3597,-1.0091,-209.4816,
67.3752,-1.0096,-209.4884,
67.3907,-1.0101,-209.4952,
67.4062,-1.0106,-209.5019,
67.4217,-1.0112,-209.5087,
67.4373,-1.0117,-209.5155,
67.4528,-1.0122,-209.5223,
67.4683,-1.0127,-209.5291,
67.4839,-1.0133,-209.5359,
67.4994,-1.0138,-209.5427,
67.5150,-1.0143,-209.5494,
67.5305,-1.0148,-209.5562,
67.5461,-1.0154,-209.5630,
67.5616,-1.0159,-209.5698,
67.5772,-1.0164,-209.5766,
67.5927,-1.0169,-209.5834,
67.6083,-1.0175,-209.5902,
67.6239,-1.0180,-209.5970,
67.6394,-1.0185,-209.6038,
67.6550,-1.0190,-209.6106,
67.6706,-1.0196,-209.6174,
67.6862,-1.0201,-209.6241,
67.7018,-1.0206,-209.6309,
67.7174,-1.0211,-209.6377,
67.7330,-1.0217,-209.6445,
67.7485,-1.0222,-209.6513,
67.7642,-1.0227,-209.6581,
67.7798,-1.0233,-209.6649,
67.7954,-1.0238,-209.6717,
67.8110,-1.0243,-209.6785,
67.8266,-1.0248,-209.6853,
67.8422,-1.0254,-209.6921,
67.8578,-1.0259,-209.6989,
67.8735,-1.0264,-209.7057,
67.8891,-1.0270,-209.7125,
67.9047,-1.0275,-209.7193,
67.9204,-1.0280,-209.7262,
67.9360,-1.0285,-209.7330,
67.9516,-1.0291,-209.7398,
67.9673,-1.0296,-209.7466,
67.9829,-1.0301,-209.7534,
67.9986,-1.0307,-209.7602,
68.0143,-1.0312,-209.7670,
68.0299,-1.0317,-209.7738,
68.0456,-1.0323,-209.7806,
68.0613,-1.0328,-209.7874,
68.0769,-1.0333,-209.7942,
68.0926,-1.0339,-209.8010,
68.1083,-1.0344,-209.8079,
68.1240,-1.0349,-209.8147,
68.1397,-1.0355,-209.8215,
68.1554,-1.0360,-209.8283,
68.1711,-1.0365,-209.8351,
68.1868,-1.0371,-209.8419,
68.2025,-1.0376,-209.8488,
68.2182,-1.0381,-209.8556,
68.2339,-1.0387,-209.8624,
68.2496,-1.0392,-209.8692,
68.2653,-1.0397,-209.8760,
68.2810,-1.0403,-209.8828,
68.2967,-1.0408,-209.8897,
68.3125,-1.0413,-209.8965,
68.3282,-1.0419,-209.9033,
68.3439,-1.0424,-209.9101,
68.3597,-1.0429,-209.9170,
68.3754,-1.0435,-209.9238,
68.3912,-1.0440,-209.9306,
68.4069,-1.0446,-209.9374,
68.4227,-1.0451,-209.9442,
68.4384,-1.0456,-209.9511,
68.4542,-1.0462,-209.9579,
68.4699,-1.0467,-209.9647,
68.4857,-1.0472,-209.9716,
68.5015,-1.0478,-209.9784,
68.5173,-1.0483,-209.9852,
68.5330,-1.0489,-209.9920,
68.5488,-1.0494,-209.9989,
68.5646,-1.0499,-210.0057,
68.5804,-1.0505,-210.0125,
68.5962,-1.0510,-210.0194,
68.6120,-1.0516,-210.0262,
68.6278,-1.0521,-210.0330,
68.6436,-1.0526,-210.0399,
68.6594,-1.0532,-210.0467,
68.6752,-1.0537,-210.0535,
68.6910,-1.0543,-210.0604,
68.7068,-1.0548,-210.0672,
68.7227,-1.0553,-210.0741,
68.7385,-1.0559,-210.0809,
68.7543,-1.0564,-210.0877,
68.7702,-1.0570,-210.0946,
68.7860,-1.0575,-210.1014,
68.8018,-1.0580,-210.1083,
68.8177,-1.0586,-210.1151,
68.8335,-1.0591,-210.1219,
68.8494,-1.0597,-210.1288,
68.8652,-1.0602,-210.1356,
68.8811,-1.0608,-210.1425,
68.8970,-1.0613,-210.1493,
68.9128,-1.0618,-210.1562,
68.9287,-1.0624,-210.1630,
68.9446,-1.0629,-210.1699,
68.9604,-1.0635,-210.1767,
68.9763,-1.0640,-210.1835,
68.9922,-1.0646,-210.1904,
69.0081,-1.0651,-210.1972,
69.0240,-1.0657,-210.2041,
69.0399,-1.0662,-210.2109,
69.0558,-1.0667,-210.2178,
69.0717,-1.0673,-210.2246,
69.0876,-1.0678,-210.2315,
69.1035,-1.0684,-210.2384,
69.1194,-1.0689,-210.2452,
69.1353,-1.0695,-210.2521,
69.1512,-1.0700,-210.2589,
69.1672,-1.0706,-210.2658,
69.1831,-1.0711,-210.2726,
69.1990,-1.0717,-210.2795,
69.2150,-1.0722,-210.2863,
69.2309,-1.0728,-210.2932,
69.2468,-1.0733,-210.3001,
69.2628,-1.0739,-210.3069,
69.2787,-1.0744,-210.3138,
69.2947,-1.0750,-210.3206,
69.3107,-1.0755,-210.3275,
69.3266,-1.0761,-210.3344,
69.3426,-1.0766,-210.3412,
69.3585,-1.0772,-210.3481,
69.3745,-1.0777,-210.3549,
69.3905,-1.0783,-210.3618,
69.4065,-1.0788,-210.3687,
69.4225,-1.0794,-210.3755,
69.4384,-1.0799,-210.3824,
69.4544,-1.0805,-210.3893,
69.4704,-1.0810,-210.3961,
69.4864,-1.0816,-210.4030,
69.5024,-1.0821,-210.4099,
69.5184,-1.0827,-210.4168,
69.5344,-1.0832,-210.4236,
69.5505,-1.0838,-210.4305,
69.5665,-1.0843,-210.4374,
69.5825,-1.0849,-210.4442,
69.5985,-1.0854,-210.4511,
69.6145,-1.0860,-210.4580,
69.6306,-1.0865,-210.4649,
69.6466,-1.0871,-210.4717,
69.6627,-1.0876,-210.4786,
69.6787,-1.0882,-210.4855,
69.6947,-1.0887,-210.4924,
69.7108,-1.0893,-210.4992,
69.7268,-1.0899,-210.5061,
69.7429,-1.0904,-210.5130,
69.7590,-1.0910,-210.5199,
69.7750,-1.0915,-210.5267,
69.7911,-1.0921,-210.5336,
69.8072,-1.0926,-210.5405,
69.8232,-1.0932,-210.5474,
69.8393,-1.0937,-210.5543,
69.8554,-1.0943,-210.5611,
69.8715,-1.0949,-210.5680,
69.8876,-1.0954,-210.5749,
69.9037,-1.0960,-210.5818,
69.9198,-1.0965,-210.5887,
69.9359,-1.0971,-210.5956,
69.9520,-1.0976,-210.6025,
69.9681,-1.0982,-210.6093,
69.9842,-1.0988,-210.6162,
70.0003,-1.0993,-210.6231,
70.0164,-1.0999,-210.6300,
70.0326,-1.1004,-210.6369,
70.0487,-1.1010,-210.6438,
70.0648,-1.1015,-210.6507,
70.0810,-1.1021,-210.6576,
70.0971,-1.1027,-210.6645,
70.1132,-1.1032,-210.6713,
70.1294,-1.1038,-210.6782,
70.1455,-1.1043,-210.6851,
70.1617,-1.1049,-210.6920,
70.1778,-1.1055,-210.6989,
70.1940,-1.1060,-210.7058,
70.2102,-1.1066,-210.7127,
70.2263,-1.1072,-210.7196,
70.2425,-1.1077,-210.7265,
70.2587,-1.1083,-210.7334,
70.2749,-1.1088,-210.7403,
70.2910,-1.1094,-210.7472,
70.3072,-1.1100,-210.7541,
70.3234,-1.1105,-210.7610,
70.3396,-1.1111,-210.7679,
70.3558,-1.1117,-210.7748,
70.3720,-1.1122,-210.7817,
70.3882,-1.1128,-210.7886,
70.4044,-1.1133,-210.7955,
70.4206,-1.1139,-210.8024,
70.4369,-1.1145,-210.8093,
70.4531,-1.1150,-210.8162,
70.4693,-1.1156,-210.8231,
70.4855,-1.1162,-210.8300,
70.5018,-1.1167,-210.8369,
70.5180,-1.1173,-210.8439,
70.5342,-1.1179,-210.8508,
70.5505,-1.1184,-210.8577,
70.5667,-1.1190,-210.8646,
70.5830,-1.1196,-210.8715,
70.5992,-1.1201,-210.8784,
